createdat,createdby,modifiedat,modifiedby,groupname,hierlevel,valcount,descript,groupnameprev,versn
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,130,5,1,Capital Social,127,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,131,6,1,Capital Autorizado,130,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA3110505001,7,0,X|X,131,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,128,4,1,SUPERAVIT Y RESERVAS,126,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,132,5,1,Reservas,128,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,133,6,1,Reservas Legales,132,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA3120505001,7,0,X|X,133,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,129,4,1,RESULTADOS,126,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,134,5,1,Resultados del Ejercicio,129,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,136,6,1,Utilidad o Perdida del Ejercicio,134,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA3130505001,7,0,X|X,136,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,137,6,1,Actualizaciones de Utilidades o Pérdidas,134,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,135,5,1,Resultados Acumulados,129,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,138,6,1,Utilidad o Perdida de Ejercicios Anterio,135,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA3131005001,7,0,X|X,138,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,139,6,1,Actualizaciones de Utilidades o Pérdidas,135,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,11,1,1,INGRESOS,ZBEC,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,22,2,1,VENTAS NETAS OPERATIVAS,11,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,140,3,1,VENTAS NETAS OPERATIVAS  NACIONALES,22,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,142,4,1,Venta del Sector Agro,140,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,145,5,1,Ventas del Sector Avícola,142,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4110505001,6,0,X|X,145,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,146,5,1,Ventas del Sector Alimentos Balanceados,142,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4110510001,6,0,X|X,146,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,143,4,1,Venta de Productos Industrializados Agro,140,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,147,5,1,Ventas de Prod Derivados Del Sector Avic,143,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4111005001,6,0,X|X,147,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,144,4,1,"Descuentos, Rebajas y Devoluciones",140,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,148,5,1,"Descuentos, Rebajas y Devoluciones",144,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4111505001,6,0,X|X,148,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,141,3,1,VENTAS NETAS OPERATIVAS AL EXTERIOR,22,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,149,4,1,Venta del Sector Agro,141,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,152,5,1,Ventas del Sector Avícola,149,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4120505001,6,0,X|X,152,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,153,5,1,Ventas del Sector Alimentos Balanceados,149,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4120510001,6,0,X|X,153,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,150,4,1,Ventas de Prod Indust del Sector Agro,141,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,154,5,1,Ventas de Productos Derivados del Sector,150,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4121005001,6,0,X|X,154,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,151,4,1,"Descuentos, Rebajas y Devoluciones",141,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,155,5,1,"Descuentos, Rebajas y Devoluciones",151,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4121505001,6,0,X|X,155,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,23,2,1,VENTAS NETAS NO OPERACIONALES,11,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,156,3,1,VENTAS NETAS NO OPERACIONALES,23,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,157,4,1,Ventas del Sector Avicola,156,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,160,5,1,Ventas del Sector Avicola,157,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4210505001,6,0,X|X,160,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,158,4,1,Otras Ventas,156,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,161,5,1,Otras Ventas,158,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4211005001,6,0,X|X,161,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,159,4,1,"Descuentos, Rebajas y Devoluciones",156,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,162,5,1,"Descuentos, Rebajas y Devoluciones",159,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA4211505001,6,0,X|X,162,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,12,1,1,COSTO DE VENTAS,ZBEC,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,24,2,1,COSTO DE VENTAS OPERACIONALES,12,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,163,3,1,COSTO DE VENTAS OPERACIONALES NACIONALES,24,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,165,4,1,Costo de Venta del Sector Agro,163,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,167,5,1,Costo de Ventas del Sector Avícola,165,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5110505001,6,0,X|X,167,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,168,5,1,Costo de Ventas del Sector Alimentos Bal,165,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5110510001,6,0,X|X,168,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,166,4,1,Cst Vta Productos Industrializados Agro,163,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,169,5,1,Cs Vtas de Prod Derivados Sector Avicola,166,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5111005001,6,0,X|X,169,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,164,3,1,COSTO DE VENTAS OPERACIONALES AL EXTERIO,24,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,170,4,1,Costo de Venta del Sector Agro,164,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,172,5,1,Costo de Ventas del Sector Avícola,170,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5120505001,6,0,X|X,172,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,173,5,1,Costo de Ventas  Sector Alimentos Balanc,170,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5120510001,6,0,X|X,173,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,171,4,1,Cts Vtas Prod Indust Al Ext del sector A,164,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,174,5,1,Cts Vts Prod Deri del sector Avicola,171,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5121005001,6,0,X|X,174,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,25,2,1,COSTO DE VENTA NO OPERACIONAL,12,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,175,3,1,COSTO DE VENTA NO OPERACIONAL,25,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,176,4,1,Costos de Ventas del Sector Avicola,175,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,178,5,1,Costo de Ventas del Sector Avicola,176,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5210505001,6,0,X|X,178,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,177,4,1,Costo de Otras Ventas,175,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,179,5,1,Costo de Otras Ventas,177,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5211005001,6,0,X|X,179,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,26,2,1,REVALUACIÓN MATERIAL LEGER,12,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,180,3,1,REVALUACIÓN MATERIAL LEGER,26,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,181,4,1,Costos Compensación Material Ledger,180,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,182,5,1,Costos Material Ledger,181,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA5310505001,6,0,X|X,182,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,13,1,1,COSTOS DE PRODUCCION,ZBEC,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,27,2,1,Costos Directos De Fabricación,13,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,183,3,1,Costos de Materia Prima Directa,27,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,184,4,1,Costos Directos de Materia Prima Agro,183,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,185,5,1,Consumos Materia Prima,184,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6110505001,6,0,X|X,185,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,186,5,1,Consumos Materia Prima Sector Avícola,184,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6110510001,6,0,X|X,186,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,187,5,1,Consumos Materia Prima Sector Alimentos,184,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6110515001,6,0,X|X,187,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,188,5,1,Consumos Productos Terminados Sector Aví,184,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6110520001,6,0,X|X,188,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,189,5,1,Consumos de Insumos Productivos,184,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6110525001,6,0,X|X,189,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,190,3,1,COSTOS DE MANO de OBRA DIRECTA,27,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,192,4,1,Remuneración a Empleados,190,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,194,5,1,Sueldos y Salarios,192,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6120505001,6,0,X|X,194,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,195,5,1,Horas Extras,192,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6120510001,6,0,X|X,195,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,196,5,1,Bonificaciones,192,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6120515001,6,0,X|X,196,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,193,4,1,Prestaciones Sociales,190,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,197,5,1,Obligaciones Laborales,193,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6121005001,6,0,X|X,197,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,198,5,1,Aportes Patronales,193,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6121010001,6,0,X|X,198,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,191,3,1,SERVICIOS DIRECTOS DE FABRICACIÓN,27,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,199,4,1,Servicios Directos de Fabricación,191,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,200,5,1,Servicios de Maquila,199,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6130505001,6,0,X|X,200,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,28,2,1,COSTOS INDIRECTOS DE FABRICACIÓN,13,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,201,3,1,COSTO DE MATERIALES INDIRECTOS,28,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,204,4,1,Consumo de Materiales Indirectos,201,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,205,5,1,Consumos de Insumos Indirectos,204,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6210505001,6,0,X|X,205,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,202,3,1,COSTOS DE MANO DE OBRA INDIRECTA,28,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,206,4,1,Remuneración a Empleados,202,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,208,5,1,Sueldos y Salarios,206,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6220505001,6,0,X|X,208,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,209,5,1,Horas Extras,206,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6220510001,6,0,X|X,209,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,210,5,1,Bonificaciones,206,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6220515001,6,0,X|X,210,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,207,4,1,Prestaciones Sociales,202,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,211,5,1,Obligaciones Laborales,207,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6221005001,6,0,X|X,211,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,212,5,1,Aportes Patronales,207,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6221010001,6,0,X|X,212,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,203,3,1,OTROS COSTOS INDIRECTOS DE FABRICACIÓN,28,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,213,4,1,Gastos de Personal,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,221,5,1,Beneficios Laborales,213,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6230505001,6,0,X|X,221,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,222,5,1,Clima Organizacional,213,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6230510001,6,0,X|X,222,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,223,5,1,Capacitación del Personal,213,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6230515001,6,0,X|X,223,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,224,5,1,Otros Gastos del Personal,213,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6230520001,6,0,X|X,224,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,214,4,1,Alquileres y Arrendamientos,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,225,5,1,Bienes Inmuebles,214,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6231005001,6,0,X|X,225,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,226,5,1,Bienes Muebles,214,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6231010001,6,0,X|X,226,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,215,4,1,Impuestos y Contribuciones,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,227,5,1,Impuestos,215,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6231505001,6,0,X|X,227,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,228,5,1,Tasas y Arbitrios,215,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6231510001,6,0,X|X,228,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,216,4,1,Servicios de Terceros,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,229,5,1,Honorarios Profesionales,216,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232005001,6,0,X|X,229,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,230,5,1,Servicios de Apoyo,216,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232010001,6,0,X|X,230,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,231,4,1,Gastos Generales,203,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,235,5,1,Materiales y Suministros,231,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,PUCA6232505001,6,0,X|X,235,""
2025-08-27 22:33:22.284,DBULNES,2025-08-27 22:33:22.284,DBULNES,236,5,1,Combustibles y Lubricantes,231,""
