id,prestamo_id,fecha,ejercicio,numero,cantidad,abonocapital,interes,cuota,saldo
30a8eee3-2c71-458e-9ed1-fcda925d730f,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2024-12-01,2024,1,0,30499.1667,10166.4167,40665.5833,2409440.8333
13ab20a8-513e-4f29-9f03-ebd412c8d046,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-01-01,2025,2,0,30499.1667,10039.3368,40538.5035,2378941.6667
2d2560fc-29fb-45a4-9b18-455bbe6cb41e,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-02-01,2025,3,0,30499.1667,9912.2569,40411.4236,2348442.5000
993aeb00-b042-4f49-8d94-51db622b6ba5,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-03-01,2025,4,0,30499.1667,9785.1771,40284.3438,2317943.3333
1e59d8e8-f324-49c2-9108-37eab23a3c5e,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-04-01,2025,5,0,30499.1667,9658.0972,40157.2639,2287444.1667
b63c27ea-28c7-425d-bf66-b207e700b123,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-05-01,2025,6,0,30499.1667,9531.0174,40030.1840,2256945.0000
a3521b39-ff5b-4ecb-8192-f2778b29e8d6,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-06-01,2025,7,0,30499.1667,9403.9375,39903.1042,2226445.8333
8b972726-90e5-49f0-8f21-79a4e19fc119,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-07-01,2025,8,0,30499.1667,9276.8576,39776.0243,2195946.6667
8fd3a4f4-fe60-4aa1-a7e7-a89df07b2fdf,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-08-01,2025,9,0,30499.1667,9149.7778,39648.9444,2165447.5000
43281bb0-ad8b-4972-adf0-46e38c76bbf0,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-09-01,2025,10,0,30499.1667,9022.6979,39521.8646,2134948.3333
3a5c046a-eb3c-4cb8-904f-bc9418271c35,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-10-01,2025,11,0,30499.1667,8895.6181,39394.7847,2104449.1667
accd6533-876f-4f06-9e69-de45ace3befb,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-11-01,2025,12,0,30499.1667,8768.5382,39267.7049,2073950.0000
f03f5f15-5d4e-4c0c-97ae-5e376e0586fd,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2025-12-01,2025,13,0,30499.1667,8641.4583,39140.6250,2043450.8333
158eab86-54bf-45a4-b863-ba5db6217063,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-01-01,2026,14,0,30499.1667,8514.3785,39013.5451,2012951.6667
d61ddf9b-a596-44b3-ab3f-6cea3b3bc685,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-02-01,2026,15,0,30499.1667,8387.2986,38886.4653,1982452.5000
4a698c86-0e81-450c-b5e3-a17d2a313097,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-03-01,2026,16,0,30499.1667,8260.2188,38759.3854,1951953.3333
e733442e-a25d-425a-b405-fc981c58e6f5,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-04-01,2026,17,0,30499.1667,8133.1389,38632.3056,1921454.1667
bd171d3c-dfe3-46f2-a814-a9da0092f00c,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-05-01,2026,18,0,30499.1667,8006.0590,38505.2257,1890955.0000
c5b5c929-97ad-4a35-b838-398f7d9599cf,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-06-01,2026,19,0,30499.1667,7878.9792,38378.1458,1860455.8333
a3832343-2741-466c-9cf1-7b8e29328c37,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-07-01,2026,20,0,30499.1667,7751.8993,38251.0660,1829956.6667
87eaa124-11c6-44a0-b48a-e7ddd5f9d72d,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-08-01,2026,21,0,30499.1667,7624.8194,38123.9861,1799457.5000
78f67f62-c7c6-4d89-83b0-449abf368fb7,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-09-01,2026,22,0,30499.1667,7497.7396,37996.9063,1768958.3333
32ff3bb1-10fc-448e-ac4e-10db3b60995e,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-10-01,2026,23,0,30499.1667,7370.6597,37869.8264,1738459.1667
99173d8d-38f0-480d-a1a5-21320a311068,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-11-01,2026,24,0,30499.1667,7243.5799,37742.7465,1707960.0000
ef4a48a3-6ea8-4cc9-9f3f-087dfbf71533,73ea74a2-33d2-4586-9bf2-6b52fa2d4c85,2026-12-01,2026,25,0,30499.1667,7116.5000,37615.6667,1677460.8333
cfefac4f-33ce-4987-8d7b-74b62dd3a25d,198dae64-9680-49af-b079-8d34bd1cd16e,2024-12-01,2024,1,0,103329.1667,34443.0833,137772.2500,8163010.8333
2e79a89b-22ac-4d89-a582-2a95f76fd8ca,198dae64-9680-49af-b079-8d34bd1cd16e,2025-01-01,2025,2,0,103329.1667,34012.5451,137341.7118,8059681.6667
82c893a6-1832-4fe3-966e-20d6a63973a2,198dae64-9680-49af-b079-8d34bd1cd16e,2025-02-01,2025,3,0,103329.1667,33582.0069,136911.1736,7956352.5000
7023191f-b4f8-4f71-9ecd-ece89dae59e3,198dae64-9680-49af-b079-8d34bd1cd16e,2025-03-01,2025,4,0,103329.1667,33151.4688,136480.6354,7853023.3333
4afec5b7-8683-49fb-888b-0f6bdcf04174,198dae64-9680-49af-b079-8d34bd1cd16e,2025-04-01,2025,5,0,103329.1667,32720.9306,136050.0972,7749694.1667
a8655dc3-3b81-4077-953f-b68087eaa453,198dae64-9680-49af-b079-8d34bd1cd16e,2025-05-01,2025,6,0,103329.1667,32290.3924,135619.5590,7646365.0000
6e4dd70e-18a7-4f4d-aaba-1465e8ddc859,198dae64-9680-49af-b079-8d34bd1cd16e,2025-06-01,2025,7,0,103329.1667,31859.8542,135189.0208,7543035.8333
a9545f65-9812-4310-bafe-6313f35d5822,198dae64-9680-49af-b079-8d34bd1cd16e,2025-07-01,2025,8,0,103329.1667,31429.3160,134758.4826,7439706.6667
45e82379-855d-497e-8267-21ec64c0f8f2,198dae64-9680-49af-b079-8d34bd1cd16e,2025-08-01,2025,9,0,103329.1667,30998.7778,134327.9444,7336377.5000
e00514d9-1c72-4044-a568-b04e09d19c30,198dae64-9680-49af-b079-8d34bd1cd16e,2025-09-01,2025,10,0,103329.1667,30568.2396,133897.4063,7233048.3333
9695079c-fb3e-4eae-a794-db6198b6ac04,198dae64-9680-49af-b079-8d34bd1cd16e,2025-10-01,2025,11,0,103329.1667,30137.7014,133466.8681,7129719.1667
d6db195d-c436-44e2-9852-f827d63c015b,198dae64-9680-49af-b079-8d34bd1cd16e,2025-11-01,2025,12,0,103329.1667,29707.1632,133036.3299,7026390.0000
40433f6e-3622-4c2e-9c9a-0a5d6edde4aa,198dae64-9680-49af-b079-8d34bd1cd16e,2025-12-01,2025,13,0,103329.1667,29276.6250,132605.7917,6923060.8333
5a53db2f-fbaa-432d-903c-1b36bd13ec85,198dae64-9680-49af-b079-8d34bd1cd16e,2026-01-01,2026,14,0,103329.1667,28846.0868,132175.2535,6819731.6667
408ab610-7ca8-4de2-8567-09ad73cae289,198dae64-9680-49af-b079-8d34bd1cd16e,2026-02-01,2026,15,0,103329.1667,28415.5486,131744.7153,6716402.5000
3b1c0c71-18fc-44a3-a329-1d92bb12962e,198dae64-9680-49af-b079-8d34bd1cd16e,2026-03-01,2026,16,0,103329.1667,27985.0104,131314.1771,6613073.3333
da7a400c-148d-4984-8bd6-e1e66c7355a6,05213a73-ff06-44bd-b4bd-bdc94326b354,2024-12-01,2024,1,0,77889.7550,16527.9893,94417.7443,1631902.2450
41e119d6-1c88-425e-b3db-6de0c4bfa005,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-01-01,2025,2,0,77889.7550,15775.0550,93664.8100,1554012.4900
f3fd157e-da30-43b7-b06c-24848dd69183,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-02-01,2025,3,0,77889.7550,15022.1207,92911.8757,1476122.7350
80eea87c-2110-4193-b6b4-883ee1c8e754,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-03-01,2025,4,0,77889.7550,14269.1864,92158.9414,1398232.9800
6b06a4db-c97b-4a6a-bb26-ffd11d564734,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-04-01,2025,5,0,77889.7550,13516.2521,91406.0072,1320343.2249
23152268-b31e-468d-a92a-da27e3487c91,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-05-01,2025,6,0,77889.7550,12763.3178,90653.0729,1242453.4699
ad655a21-eae6-49c5-9ef6-fb631bb7fd6e,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-06-01,2025,7,0,77889.7550,14081.1393,91970.8943,1164563.7149
a8ecc74a-ac33-4d45-a3e4-f509f2420749,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-07-01,2025,8,0,77889.7550,13198.3888,91088.1438,1086673.9599
661a7633-7e5e-4ca6-ac10-b7c45cfbf6e3,198dae64-9680-49af-b079-8d34bd1cd16e,2026-04-01,2026,17,0,103329.1667,27554.4722,130883.6389,6509744.1667
994d3ac4-c834-40b4-8138-f8066ff440ce,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-08-01,2025,9,0,77889.7550,12315.6382,90205.3932,1008784.2049
c586365b-d3c2-4c70-9c86-9386afd47817,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-09-01,2025,10,0,77889.7550,11432.8877,89322.6427,930894.4499
65aead0d-f6d7-4f34-8202-52446ba56604,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-10-01,2025,11,0,77889.7550,10550.1371,88439.8921,853004.6949
77a466dd-08c9-4adf-887f-7f04cd8b8497,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-11-01,2025,12,0,77889.7550,9667.3865,87557.1416,775114.9399
e6aa59d0-e41b-4eff-9a00-f2710dfa339d,05213a73-ff06-44bd-b4bd-bdc94326b354,2025-12-01,2025,13,0,77889.7550,8784.6360,86674.3910,697225.1849
fac4b79a-8f2a-4ce6-a51d-042c4b4d80b3,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-01-01,2026,14,0,77889.7550,7901.8854,85791.6404,619335.4298
46254d0f-f79b-4a14-9fc0-639f9e4daac9,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-02-01,2026,15,0,77889.7550,7019.1349,84908.8899,541445.6748
6ea830f2-825b-47cb-90b9-e0d1f8a7794c,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-03-01,2026,16,0,77889.7550,6136.3843,84026.1393,463555.9198
43ccf1f4-74fe-4154-9e20-6c69ff9590c8,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-04-01,2026,17,0,77889.7550,5253.6338,83143.3888,385666.1648
6eab60cd-8009-4f27-bc55-3b8262a4926b,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-05-01,2026,18,0,77889.7550,4370.8832,82260.6382,307776.4098
c887ddfc-9d71-4b95-a923-5a2b31220dea,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-06-01,2026,19,0,77889.7550,3488.1326,81377.8877,229886.6548
dcfbe696-4823-434a-b401-95e72ebd6b17,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-07-01,2026,20,0,77889.7550,2605.3821,80495.1371,151996.8998
108786fc-35ca-4bd6-a4c3-5f4f53726439,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-08-01,2026,21,0,77889.7550,1722.6315,79612.3865,74107.1448
4c270181-e445-491f-b46c-91ee2bc8c550,05213a73-ff06-44bd-b4bd-bdc94326b354,2026-09-01,2026,22,0,74107.1448,839.8810,74947.0257,0.0000
98b0b372-b62b-429e-95bd-22aadf668c90,198dae64-9680-49af-b079-8d34bd1cd16e,2026-05-01,2026,18,0,103329.1667,27123.9340,130453.1007,6406415.0000
2f6872b3-4945-4a5d-8e5d-0aaf59574806,198dae64-9680-49af-b079-8d34bd1cd16e,2026-06-01,2026,19,0,103329.1667,26693.3958,130022.5625,6303085.8333
de0c3d1a-5269-4855-acfb-6f7f34e7ce72,198dae64-9680-49af-b079-8d34bd1cd16e,2026-07-01,2026,20,0,103329.1667,26262.8576,129592.0243,6199756.6667
2443f9cb-1d36-49e7-bb22-60d3cbdd5752,198dae64-9680-49af-b079-8d34bd1cd16e,2026-08-01,2026,21,0,103329.1667,25832.3194,129161.4861,6096427.5000
2c3d7af4-6aa6-4624-9f76-67e69a4e50c1,198dae64-9680-49af-b079-8d34bd1cd16e,2026-09-01,2026,22,0,103329.1667,25401.7812,128730.9479,5993098.3333
29d28884-e1e5-42f1-916c-94d5c2335345,198dae64-9680-49af-b079-8d34bd1cd16e,2026-10-01,2026,23,0,103329.1667,24971.2431,128300.4097,5889769.1667
86eac69d-6f6b-4913-a642-14e1409365e1,198dae64-9680-49af-b079-8d34bd1cd16e,2026-11-01,2026,24,0,103329.1667,24540.7049,127869.8715,5786440.0000
c6443f76-41e5-4871-be30-22efa0d59ec3,198dae64-9680-49af-b079-8d34bd1cd16e,2026-12-01,2026,25,0,103329.1667,24110.1667,127439.3333,5683110.8333
fca3a57e-6205-418d-b55b-dc70566c266f,2c8960fb-d5df-4ef5-820d-8cd150be8185,2024-12-01,2024,1,0,204881.3559,44729.2134,249610.5694,4227410.6441
e56fa5e2-0386-4432-8f90-45aafb99cf9a,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-01-01,2025,2,0,204881.3559,42661.6191,247542.9750,4022529.2881
f9e17fac-ada3-42dc-ad0d-f5f4ba4005bd,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-02-01,2025,3,0,204881.3559,40594.0247,245475.3807,3817647.9322
61428b2f-637b-472f-b017-6c1928c71976,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-03-01,2025,4,0,204881.3559,38526.4304,243407.7863,3612766.5763
e64e5797-0616-484c-8695-402d0bfe8b00,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-04-01,2025,5,0,204881.3559,36458.8360,241340.1920,3407885.2203
9cf5f2b3-2887-412e-9b22-fec73c27225d,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-05-01,2025,6,0,204881.3559,34391.2417,239272.5976,3203003.8644
9cc5dd90-54e2-4cc3-bfbb-c146fdfccaf6,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-06-01,2025,7,0,204881.3559,37368.3784,242249.7344,2998122.5085
2208e55f-c9d3-4788-baf5-419efd8bd285,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-07-01,2025,8,0,204881.3559,34978.0959,239859.4519,2793241.1525
42acbdba-eba3-4ead-a8c9-2cd053abb16d,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-08-01,2025,9,0,204881.3559,32587.8134,237469.1694,2588359.7966
01944cfc-937d-42b4-95d6-267732af7a03,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-09-01,2025,10,0,204881.3559,30197.5310,235078.8869,2383478.4407
c6526b93-8124-40b6-bef6-83c96706130e,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-10-01,2025,11,0,204881.3559,27807.2485,232688.6044,2178597.0847
b13a37c0-82ac-4203-9a49-5372c0b8e028,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-11-01,2025,12,0,204881.3559,25416.9660,230298.3219,1973715.7288
51006f0d-382d-42c3-90cd-ca9177ded2de,2c8960fb-d5df-4ef5-820d-8cd150be8185,2025-12-01,2025,13,0,204881.3559,23026.6835,227908.0394,1768834.3729
4ddf0c5c-23a0-4694-b55e-257ceaee4954,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-01-01,2026,14,0,204881.3559,20636.4010,225517.7569,1563953.0169
65850188-ef9b-4754-a584-6b9025ec8bce,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-02-01,2026,15,0,204881.3559,18246.1185,223127.4745,1359071.6610
44281640-fa6c-408d-a105-f26ec40e978d,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-03-01,2026,16,0,204881.3559,15855.8360,220737.1920,1154190.3051
0abbe23a-d743-42fd-a9ed-c7c75c0dedc1,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-04-01,2026,17,0,204881.3559,13465.5536,218346.9095,949308.9492
fc09e7fe-56eb-4e59-b3f8-cbb5b29935cc,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-05-01,2026,18,0,204881.3559,11075.2711,215956.6270,744427.5932
f5410bc0-64e9-4242-9e99-1d8db7378b35,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-06-01,2026,19,0,204881.3559,8684.9886,213566.3445,539546.2373
a5690833-45f4-4dbe-a3ee-6e497c57994e,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-07-01,2026,20,0,204881.3559,6294.7061,211176.0620,334664.8814
44fce318-0813-4dca-8f7e-e55151622cf9,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-08-01,2026,21,0,204881.3559,3904.4236,208785.7795,129783.5254
0504cfe1-fee2-4e23-857d-a60094d52d75,2c8960fb-d5df-4ef5-820d-8cd150be8185,2026-09-01,2026,22,0,129783.5254,1514.1411,131297.6666,0.0000
97932776-7dc4-4e47-a5bc-ccf26effa78f,46147067-14b8-4edd-8fd4-0f516b2a7cda,2024-12-01,2024,1,0,326254.2373,80461.0708,406715.3081,7373369.7627
15d56c2b-e564-4584-abde-9ae361331b01,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-01-01,2025,2,0,326254.2373,77051.7140,403305.9513,7047115.5254
a3cd60c6-9662-4e4c-a18a-f3d46dfe485e,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-02-01,2025,3,0,326254.2373,73642.3572,399896.5945,6720861.2881
1062cf93-9596-4674-8e25-068e4c1ec522,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-03-01,2025,4,0,326254.2373,70233.0005,396487.2377,6394607.0508
b1e21118-46c7-4d20-b5d8-8d2bed29396f,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-04-01,2025,5,0,326254.2373,66823.6437,393077.8810,6068352.8136
8e024fc3-0c38-4b02-a921-7e2b540d1fdf,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-05-01,2025,6,0,326254.2373,63414.2869,389668.5242,5742098.5763
ece2dc05-26f0-463e-bfd4-5f5de9c520cd,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-06-01,2025,7,0,326254.2373,66991.1501,393245.3873,5415844.3390
4de79dde-84b8-48f7-ad2b-91c1159200a5,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-07-01,2025,8,0,326254.2373,63184.8506,389439.0879,5089590.1017
1efafb88-ad81-4d51-9a0b-012e2f6532d5,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-08-01,2025,9,0,326254.2373,59378.5512,385632.7885,4763335.8644
26255124-4220-489f-9d27-0217ce459344,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-09-01,2025,10,0,326254.2373,55572.2518,381826.4890,4437081.6271
525a45ca-4fc6-4134-a577-16b72ed1b270,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-10-01,2025,11,0,326254.2373,51765.9523,378020.1896,4110827.3898
0e2e7380-c37c-4ab5-b84b-307f64b7a374,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-11-01,2025,12,0,326254.2373,47959.6529,374213.8902,3784573.1525
b6bf248a-0905-41fe-9680-2bb7e2ae99ec,46147067-14b8-4edd-8fd4-0f516b2a7cda,2025-12-01,2025,13,0,326254.2373,44153.3534,370407.5907,3458318.9153
b7d0fc15-fc95-45b2-b557-4632fe5e81af,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-01-01,2026,14,0,326254.2373,40347.0540,366601.2913,3132064.6780
05c5b04e-3507-4bea-8b02-a01db81a6de5,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-02-01,2026,15,0,326254.2373,36540.7546,362794.9919,2805810.4407
2260f001-4544-4923-929a-429dec9b0f15,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-03-01,2026,16,0,326254.2373,32734.4551,358988.6924,2479556.2034
cbfdf9b3-6784-4c78-94b9-45bed0a6e0ac,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-04-01,2026,17,0,326254.2373,28928.1557,355182.3930,2153301.9661
8e5478d6-f31b-4e4a-9e22-9be29bd96199,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-05-01,2026,18,0,326254.2373,25121.8563,351376.0936,1827047.7288
4f1e4057-be85-497e-b1fd-9afa69aaaa2e,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-06-01,2026,19,0,326254.2373,21315.5568,347569.7941,1500793.4915
218fc916-dea3-4396-8168-a5f62f29fe7f,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-07-01,2026,20,0,326254.2373,17509.2574,343763.4947,1174539.2542
5d446d48-a247-46ee-83b8-4c8d9ab7c782,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-08-01,2026,21,0,326254.2373,13702.9580,339957.1953,848285.0169
19948048-e632-4540-b205-9237056a9df4,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-09-01,2026,22,0,326254.2373,9896.6585,336150.8958,522030.7797
f29cce90-f04b-4954-9ea1-d6db1c0bc0ec,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-10-01,2026,23,0,326254.2373,6525.3847,332779.6220,195776.5424
72b997af-d1cd-4a72-9bc2-035931f44249,46147067-14b8-4edd-8fd4-0f516b2a7cda,2026-11-01,2026,24,0,195776.5424,2447.2068,198223.7492,0.0000
4a3d2774-79d4-4dbf-96ca-7ff3b7fb8f83,2e325adc-6de2-4130-a84f-6393eb2d8d48,2024-12-01,2024,1,0,410152.5424,132288.0853,542440.6277,11689367.4576
6b54d52a-3521-4f3a-920b-372120a4fb33,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-01-01,2025,2,0,410152.5424,127803.7509,537956.2932,11279214.9153
572a85cd-5639-410d-afbb-5a51cd5a8d78,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-02-01,2025,3,0,410152.5424,123319.4164,533471.9588,10869062.3729
6a5b378e-33de-4698-ab3d-0ab1aa07b2db,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-03-01,2025,4,0,410152.5424,118835.0819,528987.6243,10458909.8305
a36c13d9-0523-4ae4-a3eb-4c477baf2fdd,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-04-01,2025,5,0,410152.5424,114350.7475,524503.2899,10048757.2881
ce9a0620-6dc0-4d6b-bc6b-afcac5aacfc8,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-05-01,2025,6,0,410152.5424,109866.4130,520018.9554,9638604.7458
1f62305a-e86e-4eae-8de6-b61d4bc32d9c,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-06-01,2025,7,0,410152.5424,113414.2492,523566.7915,9228452.2034
1a973e67-409b-4d7f-a3e2-f08f86ba6d1a,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-07-01,2025,8,0,410152.5424,108588.1209,518740.6633,8818299.6610
af385ddd-eb03-4068-91c5-6a357cd5f075,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-08-01,2025,9,0,410152.5424,103761.9927,513914.5351,8408147.1186
18c6aca8-9c77-41a4-b9fc-657d9c5769ea,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-09-01,2025,10,0,410152.5424,98935.8644,509088.4068,7997994.5763
eacc7336-805c-47cb-912d-316a71a3035c,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-10-01,2025,11,0,410152.5424,94109.7362,504262.2786,7587842.0339
bf337093-6332-4352-876e-0b16480b3da2,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-11-01,2025,12,0,410152.5424,89283.6079,499436.1503,7177689.4915
15085f62-78b5-48ff-a5dc-6d9759505180,2e325adc-6de2-4130-a84f-6393eb2d8d48,2025-12-01,2025,13,0,410152.5424,84457.4797,494610.0221,6767536.9492
31fcf6d8-61cc-4fb4-a428-ced98fdf17ef,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-01-01,2026,14,0,410152.5424,79631.3514,489783.8938,6357384.4068
033d304a-ff52-426a-9984-0f7a0631ecf2,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-02-01,2026,15,0,410152.5424,74805.2232,484957.7656,5947231.8644
f1c87c06-5690-4533-87b0-c44e7d100aab,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-03-01,2026,16,0,410152.5424,69979.0949,480131.6373,5537079.3220
916fd01f-2197-4c37-bebb-aa42e61c4240,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-04-01,2026,17,0,410152.5424,65152.9667,475305.5091,5126926.7797
2d19b7b9-6563-4da0-b533-25f5c8430951,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-05-01,2026,18,0,410152.5424,60326.8384,470479.3808,4716774.2373
3cd1ae39-fa85-47f4-a145-140e20682074,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-06-01,2026,19,0,410152.5424,55500.7102,465653.2526,4306621.6949
d1d6cce5-285d-4016-8876-5a1387d42e66,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-07-01,2026,20,0,410152.5424,50674.5819,460827.1243,3896469.1525
f8959525-24c4-406f-9f92-5f69327e1a2d,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-08-01,2026,21,0,410152.5424,45848.4537,456000.9961,3486316.6102
7091c98d-b177-4507-a2b9-01ec28bf3db5,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-09-01,2026,22,0,410152.5424,41022.3254,451174.8678,3076164.0678
e3878caf-ba50-47a9-a879-7af98aa9099d,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-10-01,2026,23,0,410152.5424,38452.0508,448604.5932,2666011.5254
5458e0c4-dc82-4e3f-9a46-3df666e78f44,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-11-01,2026,24,0,410152.5424,33325.1441,443477.6864,2255858.9831
db554404-676a-4e01-9134-7407f4c63098,2e325adc-6de2-4130-a84f-6393eb2d8d48,2026-12-01,2026,25,0,410152.5424,28198.2373,438350.7797,1845706.4407
